b,g,r,pele
168,169,119,2
6,7,0,2
164,161,110,2
91,126,254,2
18,15,11,2
100,138,196,1
55,59,24,2
93,89,36,2
137,139,87,2
124,124,124,2
32,32,8,2
139,139,85,2
74,82,122,1
143,142,86,2
197,195,160,2
97,89,96,2
80,86,39,2
6,6,0,2
73,75,29,2
94,135,190,1
182,179,135,2
0,147,184,2
75,89,125,1
145,165,236,1
161,160,109,2
118,151,207,1
71,86,132,1
87,85,31,2
172,170,122,2
94,95,39,2
163,167,126,2
145,181,229,1
79,87,127,1
110,148,206,1
47,101,156,1
180,177,132,2
40,41,31,2
165,163,115,2
67,95,149,1
179,177,129,2
52,94,141,1
178,177,181,2
148,188,253,1
71,80,124,1
71,72,30,2
67,108,187,1
51,106,151,1
121,154,223,1
67,90,128,1
63,64,22,2
201,199,164,2
113,157,210,1
155,195,254,1
107,108,52,2
109,157,215,1
28,10,153,2
12,9,11,2
179,182,133,2
99,149,221,1
85,90,139,1
105,154,222,1
102,153,226,1
98,101,51,2
183,180,135,2
124,156,222,1
40,80,122,1
98,99,43,2
111,163,233,1
179,177,129,2
43,99,148,1
0,0,0,2
155,172,221,1
163,163,115,2
187,186,142,2
130,159,226,1
155,157,105,2
188,188,140,2
101,138,198,1
104,143,211,1
46,103,155,1
140,140,86,2
173,173,127,2
164,162,114,2
142,141,85,2
54,55,21,2
179,177,129,2
54,105,167,1
144,166,231,1
54,55,21,2
180,178,130,2
189,174,125,2
196,204,251,1
62,101,85,2
165,179,227,1
57,59,23,2
84,81,60,2
128,167,222,1
104,136,202,1
133,136,86,2
165,178,230,1
89,7,0,2
59,77,130,1
198,198,158,2
102,147,221,1
176,173,128,2
126,144,185,1
142,187,248,1
123,127,75,2
164,164,118,2
69,70,28,2
166,187,225,1
183,179,138,2
97,137,202,1
144,166,231,1
131,134,89,2
27,19,144,2
89,56,217,2
20,17,2,2
197,196,158,2
18,17,7,2
201,210,253,1
172,171,121,2
146,182,228,1
182,179,134,2
188,186,145,2
171,170,119,2
17,14,0,2
57,112,169,1
154,161,124,2
158,156,102,2
108,134,188,1
0,3,0,2
57,103,161,1
141,165,231,1
177,174,129,2
83,115,186,1
162,182,239,1
98,148,224,1
65,65,19,2
144,171,228,1
94,148,219,1
143,144,94,2
112,118,171,1
184,183,139,2
172,173,129,2
167,184,235,1
79,77,23,2
109,108,50,2
197,158,114,2
46,86,134,1
42,96,151,1
175,173,125,2
164,163,113,2
55,59,23,2
17,58,31,2
4,1,3,2
56,96,148,1
125,123,175,2
92,90,36,2
72,70,22,2
101,97,96,2
102,136,189,1
164,163,113,2
166,189,235,1
76,144,121,2
103,134,203,1
145,144,88,2
167,181,234,1
172,171,121,2
150,95,218,2
165,165,119,2
133,169,223,1
124,157,226,1
56,114,179,1
174,190,237,1
118,121,176,1
89,124,188,1
109,211,206,2
159,163,127,2
52,56,21,2
110,152,217,1
174,190,142,2
151,169,230,1
195,194,156,2
201,211,251,1
172,186,234,1
178,175,131,2
108,150,217,1
108,153,210,1
174,173,129,2
20,17,2,2
119,173,233,1
36,34,10,2
44,167,87,2
255,0,128,2
178,175,131,2
157,161,125,2
77,118,191,1
116,115,57,2
176,174,134,2
155,191,255,1
37,84,145,1
184,180,139,2
51,51,15,2
222,217,208,2
158,172,230,1
197,195,160,2
102,89,103,2
156,154,119,2
44,98,159,1
114,147,216,1
97,150,223,1
195,193,152,2
140,140,86,2
238,123,103,2
179,177,129,2
179,177,129,2
162,163,143,2
150,188,236,1
180,179,135,2
161,159,105,2
141,185,239,1
66,64,23,2
132,130,129,2
166,165,114,2
57,122,191,1
11,9,9,2
133,135,193,1
255,128,0,2
167,182,231,1
51,52,18,2
128,86,87,2
133,135,143,2
107,86,101,2
79,88,126,1
201,200,162,2
183,179,138,2
147,149,97,2
167,179,233,1
167,181,230,1
32,97,255,2
196,194,159,2
150,188,252,1
77,86,129,1
16,14,3,2
116,157,219,1
202,200,165,2
50,92,135,1
112,152,210,1
200,198,163,2
159,162,123,2
49,106,167,1
54,104,157,1
42,95,152,1
96,148,218,1
15,14,0,2
161,162,112,2
83,92,130,1
174,172,124,2
128,132,91,2
241,190,197,2
0,2,175,2
99,136,204,1
46,95,141,1
51,101,154,1
?,4,0,2
124,162,220,1
138,139,89,2
123,154,223,1
124,160,220,1
199,197,163,2
96,146,222,1
175,171,130,2
40,44,9,2
63,126,200,1
58,59,19,2
189,187,146,2
131,131,91,2
130,166,230,1
170,185,231,1
142,182,247,1
89,87,33,2
163,162,112,2
164,165,125,2
149,103,199,2
63,81,128,1
149,190,253,1
208,195,181,2
99,146,220,1
108,114,167,1
158,160,114,2
157,194,255,1
179,176,131,2
17,8,188,2
171,185,237,1
180,179,135,2
41,24,157,2
65,68,29,2
165,163,109,2
129,158,225,1
44,104,158,1
202,201,163,2
175,173,125,2
54,58,17,2
198,198,158,2
114,97,76,2
161,177,223,1
59,59,59,2
180,177,132,2
144,164,229,1
175,173,125,2
6,56,144,2
153,177,237,1
16,14,3,2
161,175,228,1
131,174,225,1
185,184,134,2
136,178,243,1
137,173,219,1
203,213,253,1
61,110,166,1
174,190,236,1
179,176,131,2
64,65,21,2
97,143,214,1
159,162,123,2
201,200,162,2
164,178,227,1
64,65,21,2
172,171,121,2
86,82,31,2
182,180,132,2
215,227,233,2
200,210,255,1
152,153,103,2
154,189,255,1
87,188,243,2
125,161,221,1
164,162,114,2
118,155,217,1
37,94,149,1
99,126,183,1
95,82,227,2
49,51,15,2
197,195,160,2
193,192,154,2
52,53,19,2
155,175,222,1
166,181,230,1
76,79,30,2
181,177,136,2
140,140,86,2
139,136,92,2
104,107,62,2
118,150,216,1
56,109,172,1
114,153,205,1
168,182,234,1
17,19,0,2
160,164,112,2
125,167,212,1
179,177,129,2
116,150,210,1
92,113,145,1
159,162,123,2
49,102,165,1
156,193,255,1
123,161,225,1
20,17,2,2
25,74,54,2
135,180,241,1
176,174,126,2
150,153,107,2
47,98,154,1
57,111,171,1
49,104,155,1
134,137,98,2
55,104,160,1
62,63,21,2
127,160,229,1
201,199,164,2
120,155,105,2
53,57,22,2
183,180,136,2
159,156,111,2
126,136,243,2
61,108,159,1
50,51,9,2
163,176,232,1
154,152,172,2
142,182,247,1
169,183,232,1
174,188,236,1
69,72,26,2
183,181,133,2
37,88,151,1
59,122,190,1
69,87,150,1
161,165,130,2
50,96,143,1
23,36,22,2
173,167,130,2
167,180,236,1
132,162,227,1
123,158,222,1
154,190,228,1
63,92,137,1
149,185,255,1
108,115,172,1
57,59,23,2
132,168,222,1
137,138,98,2
129,133,92,2
173,170,125,2
75,83,123,1
58,59,25,2
148,152,117,2
245,251,250,2
113,112,56,2
145,185,250,1
67,68,24,2
145,144,88,2
182,180,132,2
231,234,238,2
116,152,206,1
164,174,131,2
68,70,28,2
108,104,55,2
171,132,47,2
67,128,192,1
112,117,172,1
142,141,85,2
31,30,4,2
166,165,114,2
172,188,231,1
114,169,30,2
179,177,129,2
107,224,245,2
54,58,22,2
153,157,116,2
179,176,131,2
82,82,34,2
115,157,210,1
44,93,139,1
47,94,145,1
178,179,140,2
165,163,115,2
112,152,210,1
31,28,13,2
171,170,120,2
159,174,230,1
99,102,52,2
121,154,223,1
34,35,3,2
176,175,131,2
86,92,133,1
33,34,8,2
14,20,3,2
45,87,134,1
169,187,234,1
0,191,0,2
89,55,216,2
151,153,107,2
53,57,22,2
83,89,130,1
159,160,116,2
112,115,65,2
126,160,220,1
97,146,220,1
6,6,0,2
143,140,85,2
77,88,132,1
161,196,230,1
164,163,113,2
73,92,129,1
196,157,113,2
104,65,0,2
8,166,250,2
157,176,221,1
180,177,133,2
121,157,221,1
203,201,167,2
96,145,219,1
157,161,120,2
177,193,235,1
21,24,9,2
67,68,24,2
174,188,240,1
205,214,255,1
93,95,149,1
39,19,192,2
62,61,23,2
157,163,122,2
106,56,74,2
149,158,222,1
195,193,162,2
162,160,106,2
74,83,127,1
138,183,244,1
108,141,210,1
88,132,196,1
130,161,230,1
73,81,121,1
117,152,225,1
42,93,149,1
176,190,242,1
11,11,0,2
135,135,135,2
244,248,249,2
97,146,222,1
137,179,222,1
163,163,115,2
72,116,129,2
62,63,21,2
118,148,219,1
132,129,74,2
197,196,158,2
15,26,16,2
113,140,204,1
182,179,135,2
177,175,127,2
127,159,225,1
127,126,82,2
200,198,163,2
158,161,122,2
93,136,215,1
159,162,112,2
170,169,119,2
148,192,253,1
50,70,128,1
164,163,112,2
44,90,137,1
178,175,130,2
59,248,233,2
186,185,141,2
25,62,42,2
54,106,159,1
48,103,164,1
135,173,227,1
18,16,6,2
147,185,250,1
52,52,28,2
176,172,123,2
45,46,12,2
134,160,230,1
146,190,251,1
48,95,156,1
142,153,221,1
167,164,113,2
177,175,127,2
84,93,131,1
106,104,94,2
115,116,114,2
175,170,137,2
82,89,138,1
132,133,77,2
43,63,111,1
73,105,170,1
99,146,220,1
149,192,249,1
47,67,125,1
132,132,92,2
121,154,223,1
159,159,105,2
117,149,208,1
55,55,25,2
76,164,74,2
67,115,173,1
198,198,158,2
113,111,76,2
180,179,135,2
7,7,1,2
184,186,140,2
156,192,255,1
144,184,232,1
205,203,169,2
4,2,1,2
122,160,214,1
124,165,228,1
162,159,114,2
204,203,169,2
130,134,163,2
155,159,123,2
143,142,81,2
205,203,169,2
180,179,135,2
68,67,47,2
117,149,215,1
107,107,125,2
248,250,250,2
127,132,93,2
77,85,125,1
148,190,255,1
56,128,198,1
200,198,163,2
178,175,130,2
255,128,0,2
127,133,84,2
139,143,94,2
11,11,5,2
195,193,152,2
54,102,150,1
126,153,204,1
87,85,31,2
151,192,254,1
174,172,124,2
136,139,90,2
53,56,31,2
49,93,140,1
49,89,137,1
146,144,90,2
47,48,14,2
168,166,118,2
96,146,222,1
181,178,134,2
86,133,214,1
53,57,32,2
130,163,212,1
146,148,96,2
164,198,234,1
141,181,229,1
179,176,131,2
253,253,255,2
26,35,25,2
114,145,214,1
82,129,210,1
179,177,129,2
155,196,255,1
102,20,8,2
35,35,23,2
199,197,162,2
120,152,223,1
117,163,217,1
133,172,224,1
148,150,104,2
182,179,135,2
0,0,0,2
131,132,90,2
2,1,0,2
113,112,54,2
199,209,249,1
161,162,112,2
75,84,127,1
81,89,129,1
149,161,225,1
152,189,255,1
65,84,135,1
138,137,81,2
95,138,217,1
148,187,255,1
62,63,19,2
180,178,137,2
100,147,221,1
165,169,133,2
4,4,0,2
250,255,254,2
75,80,125,1
198,198,158,2
146,189,252,1
182,179,134,2
50,101,157,1
182,178,137,2
162,160,106,2
151,169,234,1
151,173,244,2
212,195,186,2
49,54,23,2
198,125,67,2
142,179,239,1
81,88,127,1
47,26,212,2
125,160,216,1
136,157,18,2
51,71,129,1
198,196,162,2
186,186,146,2
117,101,65,2
201,200,162,2
78,86,126,1
76,74,33,2
86,136,224,1
99,131,196,1
145,185,250,1
126,126,126,2
114,152,206,1
52,67,123,1
171,187,233,1
179,176,132,2
191,191,155,2
162,166,124,2
123,163,216,1
247,249,249,2
143,142,108,2
37,41,6,2
10,7,3,2
142,140,86,2
66,121,178,1
182,180,132,2
181,178,134,2
14,13,0,2
185,183,135,2
88,85,34,2
48,78,125,1
69,71,25,2
200,198,163,2
177,175,127,2
132,135,86,2
81,106,150,1
91,84,64,2
35,109,255,2
97,142,199,1
100,155,224,1
163,162,112,2
1,19,150,2
105,140,203,1
124,165,228,1
76,79,30,2
64,119,180,1
59,119,185,1
0,0,255,2
144,147,102,2
123,124,180,1
143,155,219,1
56,101,152,1
99,129,194,1
186,184,136,2
123,158,226,1
203,213,253,1
94,146,223,1
35,38,6,2
120,160,212,1
182,179,134,2
130,171,226,1
0,135,103,2
64,65,21,2
151,189,253,1
161,168,225,1
95,144,224,1
199,197,163,2
103,144,206,1
197,195,160,2
182,179,135,2
132,135,90,2
78,50,209,2
21,15,8,2
186,184,144,2
123,158,226,1
170,169,119,2
92,100,153,1
205,204,170,2
170,169,119,2
85,113,184,1
18,15,1,2
91,89,35,2
138,143,92,2
124,166,225,1
104,63,0,2
199,197,149,2
131,171,220,1
52,107,168,1
84,92,132,1
92,10,0,2
156,171,220,1
154,191,235,1
114,156,223,1
114,148,208,1
47,69,127,1
165,164,120,2
135,155,18,2
56,61,22,2
83,118,182,1
103,106,61,2
175,172,127,2
98,146,218,1
178,177,127,2
31,78,122,1
11,11,5,2
54,96,143,1
125,165,218,1
57,79,145,1
100,145,202,1
77,33,16,2
158,177,220,1
156,158,112,2
64,133,202,1
19,15,4,2
157,194,255,1
181,181,133,2
38,82,136,1
186,184,136,2
97,147,219,1
111,228,249,2
64,65,21,2
167,181,233,1
180,176,128,2
55,56,22,2
125,167,220,1
105,109,60,2
39,39,0,2
196,206,253,1
234,243,247,2
123,160,222,1
181,104,178,2
161,165,130,2
173,191,238,1
171,181,241,1
146,134,254,2
158,161,122,2
150,164,230,1
164,180,239,1
126,163,219,1
41,102,252,2
69,71,25,2
97,149,226,1
202,206,194,2
163,162,112,2
129,157,222,1
106,94,106,2
102,151,221,1
180,179,135,2
152,166,232,1
159,162,123,2
159,157,103,2
148,151,101,2
141,141,93,2
90,124,194,1
153,191,255,1
133,159,226,1
100,149,223,1
131,166,222,1
171,186,235,1
20,17,3,2
57,103,151,1
158,174,227,1
63,124,190,1
95,99,152,1
175,176,132,2
91,202,248,2
183,183,137,2
150,187,255,1
1,2,0,2
152,190,254,1
60,60,42,2
111,153,224,1
57,64,57,2
199,197,163,2
57,113,172,1
146,147,97,2
75,77,31,2
54,58,22,2
39,39,9,2
43,102,148,1
144,179,223,1
87,92,141,1
161,158,107,2
0,0,168,2
199,198,160,2
157,161,126,2
92,121,190,1
186,187,145,2
54,110,157,1
136,134,80,2
147,190,247,1
155,158,109,2
57,58,19,2
121,120,100,2
159,129,112,2
171,166,111,2
106,117,231,2
143,177,230,1
84,97,135,1
138,164,230,1
57,102,153,1
95,141,218,1
141,181,230,1
153,188,255,1
149,152,106,2
104,107,62,2
139,176,220,1
201,200,162,2
92,145,218,1
52,53,14,2
195,192,154,2
111,151,209,1
50,53,144,2
171,187,230,1
46,93,149,1
100,141,190,1
98,148,224,1
172,186,234,1
51,57,16,2
172,184,238,1
171,169,121,2
10,246,255,2
166,167,127,2
167,181,230,1
42,96,156,1
10,8,157,2
50,94,141,1
136,139,89,2
205,204,170,2
174,172,124,2
178,175,130,2
180,177,132,2
175,171,130,2
173,172,122,2
187,186,142,2
179,180,140,2
53,53,17,2
141,178,230,1
117,155,220,1
179,176,132,2
135,163,234,1
149,185,245,1
141,177,223,1
180,178,137,2
105,153,219,1
132,171,226,1
145,144,200,1
164,163,112,2
109,133,169,1
84,90,133,1
149,187,251,1
59,63,22,2
149,186,254,1
52,111,167,1
149,187,252,1
127,127,127,2
71,93,134,1
144,160,226,1
88,86,38,2
139,143,94,2
77,89,125,1
179,176,131,2
161,168,231,1
3,2,182,2
193,138,185,2
54,84,141,1
65,79,127,1
15,14,0,2
165,179,232,1
158,195,255,1
62,123,187,1
157,159,113,2
157,189,232,1
158,157,101,2
101,151,227,1
129,132,87,2
162,160,112,2
155,197,255,1
153,171,232,1
50,103,154,1
151,168,231,1
60,60,60,2
248,252,253,2
172,171,121,2
58,119,185,1
4,0,72,2
170,174,125,2
150,188,252,1
28,68,50,2
24,12,2,2
116,158,223,1
114,155,210,1
99,146,220,1
154,153,109,2
166,166,118,2
136,133,78,2
160,148,136,2
157,162,123,2
144,143,87,2
200,198,163,2
77,81,39,2
36,35,9,2
55,97,144,1
87,116,185,1
96,145,221,1
83,172,152,2
120,252,222,2
171,187,240,1
36,37,5,2
21,18,3,2
255,0,128,2
192,189,145,2
156,156,102,2
145,143,85,2
95,141,218,1
162,160,112,2
159,194,255,1
59,89,144,1
177,175,127,2
159,177,236,1
165,161,112,2
143,183,248,1
151,163,227,1
59,100,149,1
54,108,168,1
20,21,5,2
61,107,171,1
78,50,210,2
109,148,203,1
55,57,21,2
74,77,45,2
142,176,222,1
77,73,24,2
151,153,107,2
49,109,169,1
154,172,231,1
65,67,25,2
78,97,148,1
4,5,0,2
125,171,219,1
223,228,255,1
147,143,94,2
207,215,252,1
66,66,26,2
165,163,115,2
61,121,191,1
235,242,245,2
74,86,122,1
107,145,203,1
36,91,148,1
10,9,5,2
197,197,157,2
159,169,233,1
229,214,81,2
122,155,218,1
59,110,166,1
101,99,75,2
177,174,129,2
63,84,46,2
255,0,255,2
73,88,127,1
57,111,166,1
144,183,222,1
61,118,180,1
201,199,164,2
55,59,24,2
199,197,163,2
198,194,159,2
119,123,81,2
43,95,155,1
145,167,232,1
0,1,2,2
0,1,0,2
50,67,124,1
117,152,216,1
169,183,231,1
180,175,136,2
210,212,213,2
51,104,154,1
170,168,120,2
68,70,24,2
177,173,132,2
135,136,104,2
127,156,225,1
5,6,4,2
198,198,158,2
173,172,128,2
131,171,130,2
32,30,6,2
53,56,24,2
58,112,177,1
95,144,224,1
0,1,0,2
56,117,183,1
201,200,162,2
170,168,120,2
107,146,214,1
49,107,159,1
144,144,90,2
131,164,227,1
81,89,129,1
79,115,185,1
11,13,14,2
62,111,173,1
48,65,128,1
43,102,158,1
181,178,134,2
116,118,59,2
179,177,129,2
49,91,136,1
2,2,2,2
47,47,33,2
116,153,211,1
118,156,220,1
130,163,219,1
199,125,69,2
16,16,0,2
53,101,165,1
122,160,218,1
129,168,220,1
139,181,228,1
57,108,170,1
183,180,136,2
96,100,151,1
140,142,90,2
123,161,215,1
8,5,1,2
57,72,128,1
132,164,229,1
123,166,215,1
163,163,115,2
47,100,157,1
154,153,97,2
121,160,212,1
62,80,141,1
97,131,185,1
145,160,223,1
52,72,130,1
54,58,22,2
56,57,25,2
197,195,160,2
152,190,255,1
98,102,155,1
178,190,238,1
62,120,179,1
183,181,133,2
54,107,164,1
94,126,191,1
172,184,226,1
152,170,233,1
4,4,4,2
171,185,234,1
166,165,114,2
168,172,143,2
114,154,?,1
145,163,228,1
131,165,218,1
182,179,135,2
149,193,247,1
170,184,237,1
140,140,?,2
179,174,129,2
152,194,253,1
156,155,99,2
118,116,116,2
137,142,91,2
141,144,95,2
91,69,248,2
96,146,218,1
121,156,220,1
183,180,135,2
166,182,235,1
132,167,223,1
165,164,113,2
2,0,0,2
147,189,248,1
153,157,116,2
227,238,246,2
179,179,143,2
111,152,215,1
67,64,49,2
67,69,23,2
102,136,195,1
179,175,134,2
127,159,225,1
53,78,212,2
164,162,108,2
120,154,208,1
30,49,22,2
65,66,22,2
124,162,220,1
87,113,167,1
116,151,217,1
200,198,163,2
181,178,134,2
130,159,233,1
187,184,146,2
246,251,250,2
143,184,253,1
149,194,251,1
37,36,10,2
98,146,218,1
18,16,5,2
40,19,57,2
111,154,205,1
161,198,255,1
61,122,184,1
172,172,126,2
194,192,161,2
101,138,206,1
116,154,218,1
202,201,163,2
75,114,193,1
157,194,255,1
200,197,176,2
163,162,112,2
149,189,254,1
39,91,73,2
34,56,27,2
3,1,1,2
155,189,235,1
157,192,236,1
56,105,173,1
56,57,23,2
26,58,23,2
128,170,213,1
53,53,17,2
163,166,116,2
174,174,128,2
55,114,176,1
183,180,135,2
162,160,112,2
147,166,233,1
143,177,223,1
253,255,255,2
77,84,127,1
255,0,128,2
98,151,224,1
64,63,19,2
65,96,147,1
168,165,114,2
60,85,129,1
96,151,226,1
144,181,231,1
177,174,129,2
16,7,188,2
175,172,127,2
88,5,0,2
164,162,114,2
72,84,124,1
53,101,149,1
181,178,134,2
97,73,239,2
156,160,125,2
98,91,152,2
55,107,167,1
112,151,213,1
177,168,134,2
81,96,135,1
153,165,229,1
195,194,156,2
248,250,250,2
16,14,13,2
97,151,222,1
0,138,105,2
230,240,247,2
9,12,10,2
179,174,129,2
83,92,130,1
74,77,28,2
175,174,130,2
47,71,125,1
18,11,8,2
100,140,189,1
56,117,181,1
64,98,144,1
59,57,27,2
107,155,227,1
138,175,219,1
182,180,132,2
115,121,174,1
139,142,110,2
157,156,100,2
151,189,253,1
145,144,86,2
95,138,195,1
126,172,220,1
57,106,162,1
199,197,162,2
207,217,251,1
137,175,223,1
107,146,208,1
56,39,196,2
153,167,216,1
96,98,152,1
138,138,90,2
111,154,217,1
197,195,160,2
167,179,233,1
200,198,163,2
203,215,251,1
164,162,114,2
99,146,220,1
66,105,255,2
121,153,212,1
110,108,107,2
179,177,129,2
73,76,27,2
89,131,198,1
169,167,119,2
205,205,169,2
199,197,162,2
175,172,127,2
165,180,226,1
180,177,132,2
2,3,0,2
138,140,88,2
128,128,128,2
82,82,34,2
76,108,173,1
96,151,226,1
105,136,197,1
179,176,132,2
189,190,151,2
122,160,218,1
193,194,204,2
170,167,122,2
151,189,253,1
180,180,132,2
171,184,240,1
178,178,132,2
152,190,254,1
108,112,165,1
118,120,61,2
149,149,113,2
52,19,223,2
165,164,108,2
53,103,161,1
116,113,122,2
74,89,128,1
177,174,130,2
80,97,148,1
183,180,136,2
115,118,173,1
120,123,178,1
174,190,233,1
91,135,219,1
199,197,163,2
53,54,12,2
181,178,134,2
52,56,20,2
97,146,220,1
63,113,166,1
210,43,188,2
48,92,139,1
150,150,102,2
154,98,175,2
148,146,92,2
132,133,99,2
177,178,134,2
19,21,9,2
1,17,153,2
147,149,97,2
179,177,129,2
106,87,106,2
32,34,5,2
196,193,148,2
170,184,237,1
20,17,2,2
150,162,228,1
83,111,145,1
77,158,73,2
201,200,162,2
79,85,128,1
51,101,161,1
144,163,230,1
178,176,128,2
82,88,129,1
58,122,186,1
45,92,153,1
150,195,139,2
75,80,125,1
178,175,131,2
170,167,123,2
201,211,251,1
47,90,141,1
3,1,0,2
146,162,229,1
149,170,231,1
74,80,125,1
75,82,125,1
137,141,89,2
106,107,65,2
151,178,234,1
53,57,21,2
82,134,224,1
0,0,3,2
141,144,95,2
181,178,134,2
199,197,162,2
118,162,223,1
201,197,168,2
187,187,147,2
62,63,21,2
169,185,231,1
91,140,220,1
53,53,53,2
177,174,129,2
140,138,84,2
118,117,61,2
172,188,231,1
71,82,120,1
61,115,170,1
180,179,135,2
142,165,233,1
140,180,245,1
112,139,196,1
178,175,130,2
191,205,254,1
169,167,149,2
149,148,92,2
111,153,206,1
16,14,3,2
20,17,2,2
148,164,231,1
173,185,233,1
132,171,223,1
139,169,216,1
124,127,182,1
236,196,161,2
172,171,121,2
30,29,8,2
163,179,232,1
146,36,148,2
161,164,125,2
159,183,235,1
104,149,222,1
141,140,84,2
108,142,201,1
200,210,250,1
164,184,225,1
115,118,68,2
64,124,194,1
177,174,130,2
206,206,212,2
162,166,131,2
130,134,187,1
180,178,137,2
145,147,95,2
197,195,160,2
22,24,2,2
144,161,224,1
142,165,227,1
53,102,164,1
175,178,139,2
184,183,139,2
128,127,71,2
121,154,217,1
112,144,217,1
57,57,17,2
199,202,207,2
182,180,132,2
164,163,113,2
56,113,182,1
38,81,70,2
253,255,254,2
53,57,22,2
180,179,135,2
251,253,187,2
67,69,27,2
155,172,223,1
79,49,208,2
162,160,112,2
116,115,57,2
94,120,156,1
177,193,239,1
248,250,250,2
181,178,133,2
203,213,253,1
155,156,106,2
128,172,226,1
62,131,120,2
55,96,145,1
152,172,213,1
68,118,176,1
109,157,215,1
132,108,90,2
86,122,192,1
163,193,242,1
173,172,122,2
185,186,160,2
174,173,123,2
82,97,146,1
60,118,177,1
255,0,128,2
200,200,160,2
65,82,145,1
49,107,159,1
57,58,18,2
78,77,51,2
152,190,254,1
84,122,187,1
110,163,230,1
255,0,128,2
161,175,227,1
172,171,137,2
57,75,128,1
95,146,226,1
223,223,223,2
205,204,170,2
180,177,126,2
143,180,254,1
45,102,158,1
95,97,151,1
66,66,26,2
55,70,132,1
127,160,229,1
125,125,255,2
118,150,216,1
199,209,249,1
157,163,110,2
55,102,154,1
171,186,232,1
59,124,193,1
8,8,2,2
164,164,116,2
139,159,217,1
46,103,159,1
58,60,24,2
183,183,137,2
205,203,172,2
166,165,115,2
148,169,230,1
245,250,249,2
103,148,205,1
71,73,31,2
222,222,222,2
1,0,2,2
183,182,138,2
3,18,151,2
54,55,21,2
104,150,227,1
50,105,156,1
95,148,221,1
57,108,94,2
152,190,254,1
170,170,130,2
81,54,204,2
53,107,167,1
255,0,128,2
111,115,63,2
172,183,235,1
99,103,156,1
143,145,103,2
72,81,124,1
175,171,122,2
147,149,97,2
117,159,226,1
77,75,51,2
192,191,153,2
118,150,216,1
163,185,237,1
83,91,131,1
105,106,50,2
203,201,167,2
90,143,223,1
3,1,1,2
201,199,164,2
195,132,194,2
191,189,148,2
119,143,165,1
205,204,170,2
173,86,136,2
82,90,130,1
91,139,217,1
169,183,235,1
229,210,75,2
130,165,229,1
176,174,126,2
158,193,255,1
138,139,89,2
255,255,255,2
63,67,25,2
158,174,227,1
126,161,217,1
194,191,153,2
199,198,160,2
37,56,37,2
99,105,158,1
65,65,35,2
150,188,236,1
109,150,213,1
173,173,127,2
171,187,234,1
178,178,132,2
64,108,161,1
94,140,217,1
73,84,128,1
203,213,253,1
65,124,193,1
180,175,130,2
83,56,213,2
31,0,136,2
133,172,224,1
72,91,129,1
183,179,138,2
138,180,245,1
157,195,255,1
140,165,227,1
163,168,231,1
200,198,163,2
96,129,175,1
182,179,134,2
136,173,225,1
120,150,209,1
149,143,198,1
121,124,179,1
103,155,225,1
123,126,177,1
139,174,230,1
99,149,221,1
179,170,120,2
176,185,248,1
144,143,87,2
122,157,225,1
215,223,255,1
180,201,253,1
60,107,161,1
198,198,158,2
132,136,101,2
147,185,249,1
173,187,240,1
180,180,134,2
132,135,90,2
109,152,209,1
65,65,19,2
121,154,223,1
121,167,225,1
197,207,254,1
124,155,224,1
142,140,86,2
174,172,124,2
86,125,193,1
149,151,99,2
0,0,0,2
158,159,115,2
71,72,28,2
123,131,91,2
123,122,64,2
32,33,7,2
89,128,197,1
55,59,23,2
44,88,135,1
121,158,216,1
12,15,6,2
131,170,222,1
127,165,219,1
201,199,164,2
167,165,117,2
131,162,225,1
181,178,133,2
54,59,20,2
107,109,63,2
52,54,18,2
23,22,1,2
71,71,23,2
58,83,63,2
255,128,0,2
59,63,22,2
70,82,130,1
77,110,179,1
170,169,118,2
180,177,132,2
80,86,129,1
195,197,151,2
204,215,253,1
155,189,232,1
97,146,220,1
13,12,8,2
95,142,216,1
134,135,247,2
162,179,236,1
175,172,127,2
57,56,46,2
192,204,252,1
172,171,121,2
62,65,26,2
36,102,83,2
151,156,111,2
122,157,221,1
173,189,232,1
130,162,227,1
64,78,126,1
111,155,208,1
189,170,167,2
131,131,131,2
164,162,114,2
172,182,242,1
189,187,147,2
123,159,219,1
51,55,20,2
150,197,251,1
5,3,3,2
0,29,105,2
104,145,218,1
116,110,75,2
201,200,162,2
13,14,5,2
135,161,227,1
152,192,255,1
153,184,229,1
183,180,136,2
84,93,131,1
91,134,221,1
92,90,36,2
134,160,230,1
128,132,185,1
114,152,216,1
169,183,236,1
49,72,134,1
37,36,10,2
37,37,7,2
196,193,162,2
149,148,90,2
122,161,213,1
199,197,163,2
126,126,126,2
140,182,229,1
152,156,115,2
202,201,167,2
62,120,186,1
146,181,221,1
152,190,254,1
194,193,155,2
161,189,253,1
161,197,255,1
100,93,154,2
147,183,253,1
78,79,35,2
108,114,167,1
13,13,1,2
175,175,129,2
168,168,132,2
181,178,134,2
58,58,58,2
27,23,12,2
35,99,80,2
173,171,123,2
62,64,22,2
128,171,220,1
151,155,113,2
129,129,129,2
199,198,160,2
169,183,236,1
245,206,198,2
90,137,219,1
179,177,129,2
141,144,95,2
172,186,234,1
80,86,129,1
201,199,164,2
130,167,217,1
107,147,212,1
85,94,132,1
18,13,4,2
55,102,153,1
85,137,213,1
56,58,22,2
94,139,220,1
182,183,141,2
116,115,57,2
129,168,220,1
65,38,255,2
36,148,40,2
178,175,131,2
165,164,114,2
